Date,Dernier Prix,,,,
17/3/2019,19.04842,,,,
24/3/2019,17.98812,,,,
31/3/2019,18.15332,,,,
7/4/2019,18.79482,,,,
14/4/2019,18.10254,,,,
21/4/2019,18.0705,,,,
28/4/2019,16.90774,,,,
5/5/2019,16.17734,,,,
12/5/2019,16.38322,,,,
19/5/2019,15.07506,,,,
26/5/2019,13.19056,,,,
2/6/2019,12.532325,,,,
9/6/2019,13.06146,,,,
16/6/2019,14.24094,,,,
23/6/2019,14.9024,,,,
30/6/2019,14.78626,,,,
7/7/2019,15.328675,,,,
14/7/2019,15.77334,,,,
21/7/2019,16.96614,,,,
28/7/2019,16.50122,,,,
4/8/2019,15.83774,,,,
11/8/2019,15.54398,,,,
18/8/2019,14.9228,,,,
25/8/2019,14.76092,,,,
1/9/2019,14.55988,,,,
8/9/2019,15.045325,,,,
15/9/2019,16.07334,,,,
22/9/2019,16.24412,,,,
29/9/2019,15.70442,,,,
6/10/2019,15.90868,,,,
13/10/2019,16.19906,,,,
20/10/2019,17.24696,,,,
27/10/2019,18.55428,,,,
3/11/2019,21.16226,,,,
10/11/2019,21.786,,,,
17/11/2019,23.23534,,,,
24/11/2019,23.328,,,,
1/12/2019,22.108175,,,,
8/12/2019,22.27148,,,,
15/12/2019,23.4552,,,,
22/12/2019,26.17692,,,,
29/12/2019,28.429825,,,,
5/1/2020,28.43835,,,,
12/1/2020,31.62974,,,,
19/1/2020,34.73694,,,,
26/1/2020,37.563025,,,,
2/2/2020,39.96386,,,,
9/2/2020,51.98386,,,,
16/2/2020,52.2264,,,,
23/2/2020,59.60385,,,,
1/3/2020,50.12654,,,,
8/3/2020,48.8887,,,,
15/3/2020,39.92972,,,,
22/3/2020,27.88878,,,,
29/3/2020,33.61416,,,,
5/4/2020,32.56226,,,,
12/4/2020,36.39215,,,,
19/4/2020,47.8636,,,,
26/4/2020,47.94624,,,,
3/5/2020,51.3544,,,,
10/5/2020,52.15254,,,,
17/5/2020,53.52214,,,,
24/5/2020,54.4224,,,,
31/5/2020,54.665175,,,,
7/6/2020,58.83546,,,,
14/6/2020,64.3168,,,,
21/6/2020,66.2624,,,,
